radboudid,guid,label
Orphanet_171629,http://www.orpha.net/ORDO/Orphanet_171629,Autosomal recessive spastic paraplegia type 35
Orphanet_199,http://www.orpha.net/ORDO/Orphanet_199,Cornelia de Lange syndrome
Orphanet_228363,http://www.orpha.net/ORDO/Orphanet_228363,CLN6 disease
Orphanet_251028,http://www.orpha.net/ORDO/Orphanet_251028,SATB2-associated syndrome due to a chromosomal rearrangement
Orphanet_2623,http://www.orpha.net/ORDO/Orphanet_2623,Geleophysic dysplasia
Orphanet_2636,http://www.orpha.net/ORDO/Orphanet_2636,Microcephalic osteodysplastic primordial dwarfism types I and III
Orphanet_2722,http://www.orpha.net/ORDO/Orphanet_2722,Odonto-onycho dysplasia-alopecia syndrome
Orphanet_2743,http://www.orpha.net/ORDO/Orphanet_2743,Ophthalmoplegia-intellectual disability-lingua scrotalis syndrome
Orphanet_280133,http://www.orpha.net/ORDO/Orphanet_280133,Complement component 3 deficiency
Orphanet_300345,http://www.orpha.net/ORDO/Orphanet_300345,Autosomal systemic lupus erythematosus
Orphanet_3085,http://www.orpha.net/ORDO/Orphanet_3085,Retinitis pigmentosa-intellectual disability-deafness-hypogonadism syndrome
Orphanet_352447,http://www.orpha.net/ORDO/Orphanet_352447,Progressive external ophthalmoplegia-myopathy-emaciation syndrome
Orphanet_370997,http://www.orpha.net/ORDO/Orphanet_370997,Muscle-eye-brain disease with bilateral multicystic leucodystrophy
Orphanet_137776,http://www.orpha.net/ORDO/Orphanet_137776,Lethal congenital contracture syndrome type 2
Orphanet_139515,http://www.orpha.net/ORDO/Orphanet_139515,Charcot-Marie-Tooth disease type 4J
Orphanet_156731,http://www.orpha.net/ORDO/Orphanet_156731,"Dyssegmental dysplasia, Rolland-Desbuquois type"
Orphanet_168782,http://www.orpha.net/ORDO/Orphanet_168782,Childhood disintegrative disorder
Orphanet_178307,http://www.orpha.net/ORDO/Orphanet_178307,Reticulate acropigmentation of Kitamura
Orphanet_221126,http://www.orpha.net/ORDO/Orphanet_221126,Fowler vasculopathy
Orphanet_2297,http://www.orpha.net/ORDO/Orphanet_2297,Insulin-resistance syndrome type A
Orphanet_35120,http://www.orpha.net/ORDO/Orphanet_35120,Hemolytic anemia due to pyrimidine 5' nucleotidase deficiency
Orphanet_5,http://www.orpha.net/ORDO/Orphanet_5,Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency
Orphanet_676,http://www.orpha.net/ORDO/Orphanet_676,Hereditary chronic pancreatitis
Orphanet_139547,http://www.orpha.net/ORDO/Orphanet_139547,Distal spinal muscular atrophy type 3
Orphanet_2013,http://www.orpha.net/ORDO/Orphanet_2013,Cleft palate-large ears-small head syndrome
Orphanet_250989,http://www.orpha.net/ORDO/Orphanet_250989,1q21.1 microdeletion syndrome
Orphanet_2663,http://www.orpha.net/ORDO/Orphanet_2663,Nathalie syndrome
Orphanet_319581,http://www.orpha.net/ORDO/Orphanet_319581,Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency
Orphanet_34515,http://www.orpha.net/ORDO/Orphanet_34515,FKRP-related limb-girdle muscular dystrophy R9
Orphanet_36899,http://www.orpha.net/ORDO/Orphanet_36899,Myoclonus-dystonia syndrome
Orphanet_369913,http://www.orpha.net/ORDO/Orphanet_369913,Combined oxidative phosphorylation defect type 17
Orphanet_370103,http://www.orpha.net/ORDO/Orphanet_370103,"Primary dystonia, DYT17 type"
Orphanet_37553,http://www.orpha.net/ORDO/Orphanet_37553,Andersen-Tawil syndrome
Orphanet_404451,http://www.orpha.net/ORDO/Orphanet_404451,FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome
Orphanet_404463,http://www.orpha.net/ORDO/Orphanet_404463,Multisystemic smooth muscle dysfunction syndrome
Orphanet_1328,http://www.orpha.net/ORDO/Orphanet_1328,Camurati-Engelmann disease
Orphanet_139,http://www.orpha.net/ORDO/Orphanet_139,CHILD syndrome
Orphanet_1647,http://www.orpha.net/ORDO/Orphanet_1647,Oculocerebrocutaneous syndrome
Orphanet_1782,http://www.orpha.net/ORDO/Orphanet_1782,Dysosteosclerosis
Orphanet_2155,http://www.orpha.net/ORDO/Orphanet_2155,Hirschsprung disease-deafness-polydactyly syndrome
Orphanet_251274,http://www.orpha.net/ORDO/Orphanet_251274,Familial hyperaldosteronism type III
Orphanet_2714,http://www.orpha.net/ORDO/Orphanet_2714,Oculo-palato-cerebral syndrome
Orphanet_309256,http://www.orpha.net/ORDO/Orphanet_309256,"Metachromatic leukodystrophy, late infantile form"
Orphanet_3363,http://www.orpha.net/ORDO/Orphanet_3363,Trichomegaly-retina pigmentary degeneration-dwarfism syndrome
Orphanet_357064,http://www.orpha.net/ORDO/Orphanet_357064,Autosomal recessive cutis laxa type 2B
Orphanet_731,http://www.orpha.net/ORDO/Orphanet_731,Autosomal recessive polycystic kidney disease
Orphanet_79257,http://www.orpha.net/ORDO/Orphanet_79257,GM1 gangliosidosis type 3
Orphanet_171612,http://www.orpha.net/ORDO/Orphanet_171612,Autosomal dominant spastic paraplegia type 37
Orphanet_221054,http://www.orpha.net/ORDO/Orphanet_221054,Acrocephalopolydactyly
Orphanet_254528,http://www.orpha.net/ORDO/Orphanet_254528,Kagami-Ogata syndrome due to maternal 14q32.2 microdeletion
Orphanet_26106,http://www.orpha.net/ORDO/Orphanet_26106,Hereditary diffuse gastric cancer
Orphanet_314637,http://www.orpha.net/ORDO/Orphanet_314637,Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency
Orphanet_36,http://www.orpha.net/ORDO/Orphanet_36,Acrocallosal syndrome
Orphanet_369962,http://www.orpha.net/ORDO/Orphanet_369962,"Methylmalonic acidemia with homocystinuria, type cblX"
Orphanet_397951,http://www.orpha.net/ORDO/Orphanet_397951,Microcephaly-thin corpus callosum-intellectual disability syndrome
Orphanet_64754,http://www.orpha.net/ORDO/Orphanet_64754,Nevus comedonicus syndrome
Orphanet_79155,http://www.orpha.net/ORDO/Orphanet_79155,Hydroxykynureninuria
Orphanet_1333,http://www.orpha.net/ORDO/Orphanet_1333,Familial pancreatic carcinoma
Orphanet_1538,http://www.orpha.net/ORDO/Orphanet_1538,Craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome
Orphanet_168563,http://www.orpha.net/ORDO/Orphanet_168563,"46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome"
Orphanet_178364,http://www.orpha.net/ORDO/Orphanet_178364,Syndromic microphthalmia type 5
Orphanet_178509,http://www.orpha.net/ORDO/Orphanet_178509,Perry syndrome
Orphanet_179,http://www.orpha.net/ORDO/Orphanet_179,Birdshot chorioretinopathy
Orphanet_1834,http://www.orpha.net/ORDO/Orphanet_1834,Axial mesodermal dysplasia spectrum
Orphanet_209970,http://www.orpha.net/ORDO/Orphanet_209970,Episodic ataxia type 7
Orphanet_217346,http://www.orpha.net/ORDO/Orphanet_217346,19q13.11 microdeletion syndrome
Orphanet_220443,http://www.orpha.net/ORDO/Orphanet_220443,Bleeding diathesis due to thromboxane synthesis deficiency
Orphanet_223,http://www.orpha.net/ORDO/Orphanet_223,Arginine vasopressin resistance
Orphanet_228003,http://www.orpha.net/ORDO/Orphanet_228003,Severe combined immunodeficiency due to CORO1A deficiency
Orphanet_230839,http://www.orpha.net/ORDO/Orphanet_230839,Classical-like Ehlers-Danlos syndrome type 1
Orphanet_2451,http://www.orpha.net/ORDO/Orphanet_2451,Mucocutaneous venous malformations
Orphanet_2756,http://www.orpha.net/ORDO/Orphanet_2756,OBSOLETE: Orofaciodigital syndrome type 10
Orphanet_2886,http://www.orpha.net/ORDO/Orphanet_2886,TARP syndrome
Orphanet_313855,http://www.orpha.net/ORDO/Orphanet_313855,FGFR2-related bent bone dysplasia
Orphanet_3361,http://www.orpha.net/ORDO/Orphanet_3361,Trichodysplasia-xeroderma syndrome
Orphanet_356996,http://www.orpha.net/ORDO/Orphanet_356996,ANK3-related intellectual disability-sleep disturbance syndrome
Orphanet_358,http://www.orpha.net/ORDO/Orphanet_358,Gitelman syndrome
Orphanet_397968,http://www.orpha.net/ORDO/Orphanet_397968,Charcot-Marie-Tooth disease type 2R
Orphanet_399103,http://www.orpha.net/ORDO/Orphanet_399103,Distal nebulin myopathy
Orphanet_401780,http://www.orpha.net/ORDO/Orphanet_401780,Autosomal recessive spastic paraplegia type 61
Orphanet_42775,http://www.orpha.net/ORDO/Orphanet_42775,PHACE syndrome
Orphanet_679,http://www.orpha.net/ORDO/Orphanet_679,Malignant atrophic papulosis
Orphanet_79147,http://www.orpha.net/ORDO/Orphanet_79147,Familial reactive perforating collagenosis
Orphanet_1597,http://www.orpha.net/ORDO/Orphanet_1597,Distal deletion 17q syndrome
Orphanet_171695,http://www.orpha.net/ORDO/Orphanet_171695,Parkinsonian-pyramidal syndrome
Orphanet_1727,http://www.orpha.net/ORDO/Orphanet_1727,22q11.2 duplication syndrome
Orphanet_1778,http://www.orpha.net/ORDO/Orphanet_1778,Facial dysmorphism-shawl scrotum-joint laxity syndrome
Orphanet_247698,http://www.orpha.net/ORDO/Orphanet_247698,Multiple endocrine neoplasia type 2A
Orphanet_261483,http://www.orpha.net/ORDO/Orphanet_261483,Xq27.3q28 duplication syndrome
Orphanet_2673,http://www.orpha.net/ORDO/Orphanet_2673,Neurofaciodigitorenal syndrome
Orphanet_33445,http://www.orpha.net/ORDO/Orphanet_33445,Neuroectodermal melanolysosomal disease
Orphanet_370022,http://www.orpha.net/ORDO/Orphanet_370022,Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome
Orphanet_2256,http://www.orpha.net/ORDO/Orphanet_2256,Fibulo-ulnar hypoplasia-renal anomalies syndrome
Orphanet_314394,http://www.orpha.net/ORDO/Orphanet_314394,Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome
Orphanet_766,http://www.orpha.net/ORDO/Orphanet_766,Hemolytic anemia due to red cell pyruvate kinase deficiency
Orphanet_1263,http://www.orpha.net/ORDO/Orphanet_1263,Boomerang dysplasia
Orphanet_209951,http://www.orpha.net/ORDO/Orphanet_209951,Autosomal spastic paraplegia type 18
Orphanet_2195,http://www.orpha.net/ORDO/Orphanet_2195,Dicarboxylic aminoaciduria
Orphanet_228349,http://www.orpha.net/ORDO/Orphanet_228349,CLN2 disease
Orphanet_228396,http://www.orpha.net/ORDO/Orphanet_228396,Ptosis-upper ocular movement limitation-absence of lacrimal punctum syndrome
Orphanet_2707,http://www.orpha.net/ORDO/Orphanet_2707,"Oculocerebrofacial syndrome, Kaufman type"
Orphanet_284979,http://www.orpha.net/ORDO/Orphanet_284979,Neonatal Marfan syndrome
Orphanet_3214,http://www.orpha.net/ORDO/Orphanet_3214,"Deaf blind hypopigmentation syndrome, Yemenite type"
Orphanet_3226,http://www.orpha.net/ORDO/Orphanet_3226,Deafness-lymphedema-leukemia syndrome
Orphanet_353,http://www.orpha.net/ORDO/Orphanet_353,Gamma-sarcoglycan-related limb-girdle muscular dystrophy R5
Orphanet_48431,http://www.orpha.net/ORDO/Orphanet_48431,Congenital cataracts-facial dysmorphism-neuropathy syndrome
Orphanet_67045,http://www.orpha.net/ORDO/Orphanet_67045,X-linked intellectual disability with isolated growth hormone deficiency
Orphanet_1475,http://www.orpha.net/ORDO/Orphanet_1475,Renal coloboma syndrome
Orphanet_2115,http://www.orpha.net/ORDO/Orphanet_2115,Harrod syndrome
Orphanet_2286,http://www.orpha.net/ORDO/Orphanet_2286,OBSOLETE: Solitary median maxillary central incisor syndrome
Orphanet_2407,http://www.orpha.net/ORDO/Orphanet_2407,Laryngo-onycho-cutaneous syndrome
Orphanet_247834,http://www.orpha.net/ORDO/Orphanet_247834,Occult macular dystrophy
Orphanet_3172,http://www.orpha.net/ORDO/Orphanet_3172,Eyebrow duplication-syndactyly syndrome
Orphanet_3309,http://www.orpha.net/ORDO/Orphanet_3309,Tetrasomy 5p syndrome
Orphanet_3437,http://www.orpha.net/ORDO/Orphanet_3437,Vogt-Koyanagi-Harada disease
Orphanet_3447,http://www.orpha.net/ORDO/Orphanet_3447,Weaver syndrome
Orphanet_391487,http://www.orpha.net/ORDO/Orphanet_391487,STAT1-related autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome
Orphanet_50809,http://www.orpha.net/ORDO/Orphanet_50809,Talo-patello-scaphoid osteolysis
Orphanet_52427,http://www.orpha.net/ORDO/Orphanet_52427,Retinitis punctata albescens
Orphanet_79084,http://www.orpha.net/ORDO/Orphanet_79084,"Familial partial lipodystrophy, Kbberling type"
Orphanet_1410,http://www.orpha.net/ORDO/Orphanet_1410,Uncombable hair syndrome
Orphanet_169100,http://www.orpha.net/ORDO/Orphanet_169100,Immunodeficiency due to CD25 deficiency
Orphanet_208447,http://www.orpha.net/ORDO/Orphanet_208447,Bilateral generalized polymicrogyria
Orphanet_216866,http://www.orpha.net/ORDO/Orphanet_216866,Classic pantothenate kinase-associated neurodegeneration
Orphanet_225,http://www.orpha.net/ORDO/Orphanet_225,NON RARE IN EUROPE: Maternally-inherited diabetes and deafness
Orphanet_247768,http://www.orpha.net/ORDO/Orphanet_247768,Mllerian aplasia and hyperandrogenism
Orphanet_2557,http://www.orpha.net/ORDO/Orphanet_2557,Mietens syndrome
Orphanet_276255,http://www.orpha.net/ORDO/Orphanet_276255,OBSOLETE: Xeroderma pigmentosum complementation group C
Orphanet_289499,http://www.orpha.net/ORDO/Orphanet_289499,Congenital cataract microcornea with corneal opacity
Orphanet_3175,http://www.orpha.net/ORDO/Orphanet_3175,X-linked spasticity-intellectual disability-epilepsy syndrome
Orphanet_320396,http://www.orpha.net/ORDO/Orphanet_320396,Autosomal recessive spastic paraplegia type 45
Orphanet_329329,http://www.orpha.net/ORDO/Orphanet_329329,Autosomal recessive frontotemporal pachygyria
Orphanet_432,http://www.orpha.net/ORDO/Orphanet_432,Normosmic congenital hypogonadotropic hypogonadism
Orphanet_53696,http://www.orpha.net/ORDO/Orphanet_53696,Arthrogryposis-anterior horn cell disease syndrome
Orphanet_750,http://www.orpha.net/ORDO/Orphanet_750,Pseudoachondroplasia
Orphanet_1203,http://www.orpha.net/ORDO/Orphanet_1203,Duodenal atresia
Orphanet_137625,http://www.orpha.net/ORDO/Orphanet_137625,Glycogen storage disease due to muscle and heart glycogen synthase deficiency
Orphanet_139471,http://www.orpha.net/ORDO/Orphanet_139471,Microphthalmia with brain and digit anomalies
Orphanet_1547,http://www.orpha.net/ORDO/Orphanet_1547,Cryptomicrotia-brachydactyly-excess fingertip arch syndrome
Orphanet_2016,http://www.orpha.net/ORDO/Orphanet_2016,Cleft palate-lateral synechia syndrome
Orphanet_206443,http://www.orpha.net/ORDO/Orphanet_206443,Late-infantile/juvenile Krabbe disease
Orphanet_2698,http://www.orpha.net/ORDO/Orphanet_2698,Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome
Orphanet_2834,http://www.orpha.net/ORDO/Orphanet_2834,Wrinkly skin syndrome
Orphanet_3115,http://www.orpha.net/ORDO/Orphanet_3115,Roussy-Lvy syndrome
Orphanet_314689,http://www.orpha.net/ORDO/Orphanet_314689,Combined immunodeficiency due to STK4 deficiency
Orphanet_79246,http://www.orpha.net/ORDO/Orphanet_79246,Pyruvate dehydrogenase phosphatase deficiency
Orphanet_1383,http://www.orpha.net/ORDO/Orphanet_1383,Cataract-deafness-hypogonadism syndrome
Orphanet_1513,http://www.orpha.net/ORDO/Orphanet_1513,Craniodiaphyseal dysplasia
Orphanet_1561,http://www.orpha.net/ORDO/Orphanet_1561,Fatal infantile cytochrome C oxidase deficiency
Orphanet_183675,http://www.orpha.net/ORDO/Orphanet_183675,Recurrent infections associated with rare immunoglobulin isotypes deficiency
Orphanet_238763,http://www.orpha.net/ORDO/Orphanet_238763,Glaucoma secondary to spherophakia/ectopia lentis and megalocornea
Orphanet_2492,http://www.orpha.net/ORDO/Orphanet_2492,FATCO syndrome
Orphanet_25980,http://www.orpha.net/ORDO/Orphanet_25980,X-linked myopathy with excessive autophagy
Orphanet_2746,http://www.orpha.net/ORDO/Orphanet_2746,Opsismodysplasia
Orphanet_276238,http://www.orpha.net/ORDO/Orphanet_276238,Machado-Joseph disease type 1
Orphanet_30925,http://www.orpha.net/ORDO/Orphanet_30925,Hereditary arginine vasopressin deficiency
Orphanet_329971,http://www.orpha.net/ORDO/Orphanet_329971,Generalized juvenile polyposis/juvenile polyposis coli
Orphanet_357237,http://www.orpha.net/ORDO/Orphanet_357237,Combined immunodeficiency due to CARD11 deficiency
Orphanet_46627,http://www.orpha.net/ORDO/Orphanet_46627,Char syndrome
Orphanet_469,http://www.orpha.net/ORDO/Orphanet_469,Hereditary fructose intolerance
Orphanet_1555,http://www.orpha.net/ORDO/Orphanet_1555,Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome
Orphanet_1578,http://www.orpha.net/ORDO/Orphanet_1578,Pterin-4 alpha-carbinolamine dehydratase deficiency
Orphanet_166038,http://www.orpha.net/ORDO/Orphanet_166038,"Metaphyseal chondrodysplasia, Kaitila type"
Orphanet_199247,http://www.orpha.net/ORDO/Orphanet_199247,Corticosteroid-binding globulin deficiency
Orphanet_2072,http://www.orpha.net/ORDO/Orphanet_2072,Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome
Orphanet_217085,http://www.orpha.net/ORDO/Orphanet_217085,"Mucopolysaccharidosis type 2, severe form"
Orphanet_2311,http://www.orpha.net/ORDO/Orphanet_2311,Autosomal recessive spondylocostal dysostosis
Orphanet_2475,http://www.orpha.net/ORDO/Orphanet_2475,White forelock with malformations
Orphanet_2646,http://www.orpha.net/ORDO/Orphanet_2646,Parastremmatic dysplasia
Orphanet_2671,http://www.orpha.net/ORDO/Orphanet_2671,Neu-Laxova syndrome
Orphanet_30,http://www.orpha.net/ORDO/Orphanet_30,Hereditary orotic aciduria
Orphanet_330041,http://www.orpha.net/ORDO/Orphanet_330041,Hemoglobin M disease
Orphanet_3338,http://www.orpha.net/ORDO/Orphanet_3338,Toriello-Carey syndrome
Orphanet_3408,http://www.orpha.net/ORDO/Orphanet_3408,Upington disease
Orphanet_391641,http://www.orpha.net/ORDO/Orphanet_391641,Feingold syndrome type 1
Orphanet_71290,http://www.orpha.net/ORDO/Orphanet_71290,Familial platelet disorder with associated myeloid malignancy
Orphanet_79133,http://www.orpha.net/ORDO/Orphanet_79133,Focal facial dermal dysplasia type I
Orphanet_79234,http://www.orpha.net/ORDO/Orphanet_79234,Crigler-Najjar syndrome type 1
Orphanet_139507,http://www.orpha.net/ORDO/Orphanet_139507,Dietary iron overload disease
Orphanet_1661,http://www.orpha.net/ORDO/Orphanet_1661,X-linked corneal dermoid
Orphanet_1752,http://www.orpha.net/ORDO/Orphanet_1752,Trisomy 8q syndrome
Orphanet_199310,http://www.orpha.net/ORDO/Orphanet_199310,Tetragametic chimerism syndrome
Orphanet_238329,http://www.orpha.net/ORDO/Orphanet_238329,Severe X-linked mitochondrial encephalomyopathy
Orphanet_247685,http://www.orpha.net/ORDO/Orphanet_247685,Odontohypophosphatasia
Orphanet_363654,http://www.orpha.net/ORDO/Orphanet_363654,X-linked parkinsonism-spasticity syndrome
Orphanet_52901,http://www.orpha.net/ORDO/Orphanet_52901,Isolated follicle stimulating hormone deficiency
Orphanet_79095,http://www.orpha.net/ORDO/Orphanet_79095,Congenital bile acid synthesis defect type 4
Orphanet_1562,http://www.orpha.net/ORDO/Orphanet_1562,OBSOLETE: Dacryocystitis-osteopoikilosis syndrome
Orphanet_169142,http://www.orpha.net/ORDO/Orphanet_169142,Recurrent infections due to specific granule deficiency
Orphanet_192,http://www.orpha.net/ORDO/Orphanet_192,Coffin-Lowry syndrome
Orphanet_216812,http://www.orpha.net/ORDO/Orphanet_216812,Osteogenesis imperfecta type 3
Orphanet_251076,http://www.orpha.net/ORDO/Orphanet_251076,8p23.1 duplication syndrome
Orphanet_261344,http://www.orpha.net/ORDO/Orphanet_261344,Trisomy 1q syndrome
Orphanet_2643,http://www.orpha.net/ORDO/Orphanet_2643,"Microcephalic primordial dwarfism, Toriello type"
Orphanet_284973,http://www.orpha.net/ORDO/Orphanet_284973,Marfan syndrome type 2
Orphanet_3156,http://www.orpha.net/ORDO/Orphanet_3156,Senior-Loken syndrome
Orphanet_3233,http://www.orpha.net/ORDO/Orphanet_3233,Cochleosaccular degeneration-cataract syndrome
Orphanet_370930,http://www.orpha.net/ORDO/Orphanet_370930,XYLT1-CDG
Orphanet_397725,http://www.orpha.net/ORDO/Orphanet_397725,COASY protein-associated neurodegeneration
Orphanet_79235,http://www.orpha.net/ORDO/Orphanet_79235,Crigler-Najjar syndrome type 2
Orphanet_2250,http://www.orpha.net/ORDO/Orphanet_2250,Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome
Orphanet_255138,http://www.orpha.net/ORDO/Orphanet_255138,Pyruvate dehydrogenase E1-beta deficiency
Orphanet_26793,http://www.orpha.net/ORDO/Orphanet_26793,Very long chain acyl-CoA dehydrogenase deficiency
Orphanet_2717,http://www.orpha.net/ORDO/Orphanet_2717,Oculotrichoanal syndrome
Orphanet_276575,http://www.orpha.net/ORDO/Orphanet_276575,Autosomal dominant hyperinsulinism due to SUR1 deficiency
Orphanet_300525,http://www.orpha.net/ORDO/Orphanet_300525,Pseudohypoaldosteronism type 2D
Orphanet_329931,http://www.orpha.net/ORDO/Orphanet_329931,C3 glomerulonephritis
Orphanet_35710,http://www.orpha.net/ORDO/Orphanet_35710,Glucose-galactose malabsorption
Orphanet_363705,http://www.orpha.net/ORDO/Orphanet_363705,Craniofaciofrontodigital syndrome
Orphanet_397927,http://www.orpha.net/ORDO/Orphanet_397927,Sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome
Orphanet_440,http://www.orpha.net/ORDO/Orphanet_440,OBSOLETE: Familial hypospadias
Orphanet_163649,http://www.orpha.net/ORDO/Orphanet_163649,Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataracts-intellectual disability syndrome
Orphanet_1660,http://www.orpha.net/ORDO/Orphanet_1660,Dermoodontodysplasia
Orphanet_199296,http://www.orpha.net/ORDO/Orphanet_199296,Congenital isolated ACTH deficiency
Orphanet_2319,http://www.orpha.net/ORDO/Orphanet_2319,Juberg-Hayward syndrome
Orphanet_241,http://www.orpha.net/ORDO/Orphanet_241,Dyschromatosis universalis hereditaria
Orphanet_251365,http://www.orpha.net/ORDO/Orphanet_251365,Sickle cell-hemoglobin C disease syndrome
Orphanet_2729,http://www.orpha.net/ORDO/Orphanet_2729,Okamoto syndrome
Orphanet_319675,http://www.orpha.net/ORDO/Orphanet_319675,"Microcephalic primordial dwarfism, Dauber type"
Orphanet_3434,http://www.orpha.net/ORDO/Orphanet_3434,MMEP syndrome
Orphanet_3455,http://www.orpha.net/ORDO/Orphanet_3455,Wiedemann-Rautenstrauch syndrome
Orphanet_566,http://www.orpha.net/ORDO/Orphanet_566,Congenital microcoria
Orphanet_63440,http://www.orpha.net/ORDO/Orphanet_63440,OBSOLETE: Isolated oxycephaly
Orphanet_67048,http://www.orpha.net/ORDO/Orphanet_67048,3-methylglutaconic aciduria type 4
Orphanet_79094,http://www.orpha.net/ORDO/Orphanet_79094,Grange syndrome
Orphanet_169799,http://www.orpha.net/ORDO/Orphanet_169799,Mild hemophilia B
Orphanet_171829,http://www.orpha.net/ORDO/Orphanet_171829,6q16 microdeletion syndrome
Orphanet_1878,http://www.orpha.net/ORDO/Orphanet_1878,TRIM32-related limb-girdle muscular dystrophy R8
Orphanet_189439,http://www.orpha.net/ORDO/Orphanet_189439,OBSOLETE: Primary pigmented nodular adrenocortical disease
Orphanet_2251,http://www.orpha.net/ORDO/Orphanet_2251,Thumb deformity-alopecia-pigmentation anomaly syndrome
Orphanet_247667,http://www.orpha.net/ORDO/Orphanet_247667,Childhood-onset hypophosphatasia
Orphanet_2505,http://www.orpha.net/ORDO/Orphanet_2505,Multiple benign circumferential skin creases on limbs
Orphanet_319589,http://www.orpha.net/ORDO/Orphanet_319589,Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency
Orphanet_324703,http://www.orpha.net/ORDO/Orphanet_324703,ABetaL34V amyloidosis
Orphanet_330054,http://www.orpha.net/ORDO/Orphanet_330054,Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome
Orphanet_452,http://www.orpha.net/ORDO/Orphanet_452,X-linked lissencephaly with abnormal genitalia
Orphanet_139455,http://www.orpha.net/ORDO/Orphanet_139455,Autosomal recessive bestrophinopathy
Orphanet_139474,http://www.orpha.net/ORDO/Orphanet_139474,17q11.2 microduplication syndrome
Orphanet_1450,http://www.orpha.net/ORDO/Orphanet_1450,Ring chromosome 8 syndrome
Orphanet_2008,http://www.orpha.net/ORDO/Orphanet_2008,Acrocardiofacial syndrome
Orphanet_2047,http://www.orpha.net/ORDO/Orphanet_2047,Flynn-Aird syndrome
Orphanet_2615,http://www.orpha.net/ORDO/Orphanet_2615,Nakajo-Nishimura syndrome
Orphanet_2762,http://www.orpha.net/ORDO/Orphanet_2762,Progressive osseous heteroplasia
Orphanet_324718,http://www.orpha.net/ORDO/Orphanet_324718,ABetaA21G amyloidosis
Orphanet_369861,http://www.orpha.net/ORDO/Orphanet_369861,Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome
Orphanet_79076,http://www.orpha.net/ORDO/Orphanet_79076,Juvenile polyposis of infancy
Orphanet_1275,http://www.orpha.net/ORDO/Orphanet_1275,Brachydactyly-elbow wrist dysplasia syndrome
Orphanet_168984,http://www.orpha.net/ORDO/Orphanet_168984,CLAPO syndrome
Orphanet_179494,http://www.orpha.net/ORDO/Orphanet_179494,Obesity due to leptin receptor gene deficiency
Orphanet_1798,http://www.orpha.net/ORDO/Orphanet_1798,Craniofacial dysostosis-diaphyseal hyperplasia syndrome
Orphanet_1952,http://www.orpha.net/ORDO/Orphanet_1952,Epiphyseal stippling-osteoclastic hyperplasia syndrome
Orphanet_2343,http://www.orpha.net/ORDO/Orphanet_2343,OBSOLETE: Isolated cloverleaf skull syndrome
Orphanet_2408,http://www.orpha.net/ORDO/Orphanet_2408,Lowe-Kohn-Cohen syndrome
Orphanet_251014,http://www.orpha.net/ORDO/Orphanet_251014,2q31.1 microdeletion syndrome
Orphanet_261311,http://www.orpha.net/ORDO/Orphanet_261311,20q13.33 microdeletion syndrome
Orphanet_3232,http://www.orpha.net/ORDO/Orphanet_3232,Deafness-ear malformation-facial palsy syndrome
Orphanet_356,http://www.orpha.net/ORDO/Orphanet_356,Gerstmann-Straussler-Scheinker syndrome
Orphanet_397946,http://www.orpha.net/ORDO/Orphanet_397946,Autosomal spastic paraplegia type 58
Orphanet_404466,http://www.orpha.net/ORDO/Orphanet_404466,Female infertility due to zona pellucida defect
Orphanet_57782,http://www.orpha.net/ORDO/Orphanet_57782,Mazabraud syndrome
Orphanet_644,http://www.orpha.net/ORDO/Orphanet_644,NARP syndrome
Orphanet_652,http://www.orpha.net/ORDO/Orphanet_652,Multiple endocrine neoplasia type 1
Orphanet_70593,http://www.orpha.net/ORDO/Orphanet_70593,Immunodeficiency due to selective anti-polysaccharide antibody deficiency
Orphanet_79137,http://www.orpha.net/ORDO/Orphanet_79137,Generalized epilepsy-paroxysmal dyskinesia syndrome
Orphanet_1438,http://www.orpha.net/ORDO/Orphanet_1438,Ring chromosome 10 syndrome
Orphanet_163746,http://www.orpha.net/ORDO/Orphanet_163746,Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease
Orphanet_2083,http://www.orpha.net/ORDO/Orphanet_2083,Prominent glabella-microcephaly-hypogenitalism syndrome
